Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
11,10,-1,-1,30.76,emerging_mover,False,0.49,6,3,Cluster 6,scenario_projection,UNDP_HDR_2025_Table_1,2023,Belgium,BEL,Belgium,0.951,0.937,-0.014,0.937,0.951,11738761,un_wpp_owid_2024,11870903,un_wpp_owid_2050,0.9105,-0.0405,0.9105,-0.0405,0.9476,-0.0034,0.9282,0.9476,0.9518,0.9518,0.9282,True,True,82.115,63582.4754,18.996,12.6897,0.9135,0.8906,0.9279,0.9507,0.927,0.9655,0.9476,2.5e-07,82.115,63582.4754,18.996,12.6897,1.1,1.134,0.8737,41.6,46.0,4.4,11.7189,7.8145,64.5,60.98,-3.52,23.7811,31.2055,7.4244,0.1281,0.5117,0.6399,0.7804,0.4991,0.28,0.0,0.873,0.7346,0.6036,0.8708,0.7104,0.257,0.4285,0.9182,-0.0,0.4913,0.5684,0.0007,0.0,0.12,0.22,0.6,0.0119,0.0535,0.0,0.6724,0.3276,0.738,0.7216,1.04,0.3376,4.862,0.0907,1.7898,0.8544,0.594,0.9248,3.5153,8.5356,0.1199,0.0001,0.0003,0.0002,0.0017,0.0001,0.0009,0.0,-0.0,-0.0001,-0.0001,0.5406,0.4272,0.3816,0.427,0.5903,0.3736,0.5901,0.4648,0.5372,0.5809,slow_growth,9,22
12,13,1,+1,35.55,emerging_mover,False,0.52,6,3,Cluster 6,scenario_projection,UNDP_HDR_2025_Table_1,2023,Singapore,SGP,Singapore,0.946,0.949,0.003,0.949,0.946,5832387,un_wpp_owid_2024,6081693,un_wpp_owid_2050,0.9215,-0.0245,0.9215,-0.0245,0.9464,0.0004,0.9271,0.9464,0.9507,0.9507,0.9271,True,True,83.736,111239.2291,16.7423,11.99,0.9373,0.8349,1.0,0.975268,0.869161,1.0,0.9464,1e-08,83.736,111239.2291,16.7423,11.99,1.15,1.134,0.9207,42.2,50.0,7.8,8.3707,3.9623,73.0,66.76,-6.24,18.6293,29.2777,10.6484,0.0594,0.4386,0.4979,0.86,0.7618,0.11,0.0,0.7853,0.8018,0.5209,0.7939,0.7511,0.3817,0.2955,0.9786,0.0006,0.522,0.5724,0.0008,0.0,0.12,0.22,0.6,0.0117,0.0563,0.0,0.6782,0.3218,0.738,0.7216,1.04,0.3045,4.3693,0.1083,1.6053,0.7183,0.607,1.3129,3.6092,9.7994,0.1085,0.0,0.0,0.0,0.0002,0.0001,0.0001,0.0,-0.0,-0.0,-0.0,0.6197,0.44,0.408,0.4412,0.5804,0.3796,0.5716,0.5577,0.5682,0.6533,slow_growth,9,22
13,13,0,0,32.04,emerging_mover,False,0.55,7,3,Cluster 7,scenario_projection,UNDP_HDR_2025_Table_1,2023,United Kingdom,GBR,UK,0.946,0.94,-0.006,0.94,0.946,69138185,un_wpp_owid_2024,75504685,un_wpp_owid_2050,0.9067,-0.0393,0.9067,-0.0393,0.9429,-0.0031,0.9235,0.9429,0.9475,0.9475,0.9235,True,True,81.302,54371.5863,17.8111,13.49,0.9015,0.9134,0.9054,0.937514,0.949814,0.941414,0.9429,5e-08,81.302,54371.5863,17.8111,13.49,1.1,1.134,0.8662,40.5,45.5,5.0,13.2676,8.5149,64.0,60.0,-4.0,22.7324,31.4851,8.7527,0.1419,0.5248,0.6667,0.7639,0.4545,0.25,0.0,0.8857,0.7658,0.6008,0.7279,0.6815,0.2209,0.4522,0.9007,-0.0002,0.5485,0.5694,0.0008,0.0,0.12,0.22,0.6,0.0118,0.0573,0.0,0.6831,0.3169,0.738,0.7216,1.04,0.3388,3.5138,0.1075,1.4468,0.7541,0.517,1.0431,3.4318,10.8478,0.1225,0.0001,0.0002,0.0002,0.0016,0.0,0.0008,0.0,-0.0,-0.0001,-0.0001,0.5921,0.516,0.4714,0.4559,0.6029,0.4593,0.5923,0.5657,0.5954,0.6341,slow_growth,12,24
14,15,1,+1,39.01,emerging_mover,False,0.41,7,3,Cluster 7,scenario_projection,UNDP_HDR_2025_Table_1,2023,United Arab Emirates,ARE,UAE,0.94,0.911,-0.029,0.911,0.94,11027135,un_wpp_owid_2024,15367397,un_wpp_owid_2050,0.9015,-0.0385,0.9015,-0.0385,0.9448,0.0048,0.9175,0.9448,0.9493,0.9493,0.9175,True,False,82.909,71142.3048,15.6016,12.99,0.9251,0.8389,0.944,0.968005,0.883704,0.985905,0.9448,-1.2e-07,82.909,71142.3048,15.6016,12.99,1.08,1.134,1.1027,33.5,40.0,6.5,10.7347,8.583,83.0,77.8,-5.2,6.2653,13.617,7.3517,0.1103,0.175,0.2853,0.8407,1.0,0.175,0.0,0.0735,0.6549,0.0533,0.9167,0.8672,0.7449,0.0265,1.1328,0.0025,0.4146,0.6178,0.001,0.0,0.55,0.38,0.78,0.0833,0.0455,0.0,0.6296,0.3704,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0,0.0004,0.0001,0.0019,0.002,0.0009,0.0,-0.0001,-0.0003,-0.0002,0.4826,0.308,0.2069,0.4643,0.5207,0.2361,0.4991,0.3959,0.5141,0.5181,moderate,10,28
15,17,2,+2,32.76,emerging_mover,False,0.41,7,3,Cluster 7,scenario_projection,UNDP_HDR_2025_Table_1,2023,Liechtenstein,LIE,Liechtenstein,0.938,0.935,-0.003,0.935,0.938,39895,un_wpp_owid_2024,43024,un_wpp_owid_2050,0.9136,-0.0244,0.9136,-0.0244,0.9431,0.0051,0.9174,0.9431,0.9477,0.9477,0.9174,True,True,83.63,166811.6741,15.4126,12.41,0.9357,0.8149,1.0,0.976991,0.858592,0.999991,0.9431,1.9e-07,83.63,166811.6741,15.4126,12.41,0.9,1.134,0.9611,28.0,35.0,7.0,27.9906,23.3987,65.0,59.4,-5.6,7.0094,17.2013,10.1919,0.3939,0.2896,0.6835,0.9109,0.4273,0.15,0.0485,0.2364,0.5261,0.1842,0.9167,0.6996,0.4367,0.2508,0.9916,0.0008,0.4056,0.5373,0.0009,0.0,0.12,0.22,0.6,0.0118,0.0486,0.0,0.6849,0.3151,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0,0.0006,0.0001,0.0026,0.0013,0.0011,0.0,-0.0001,-0.0003,-0.0002,0.4202,0.3174,0.2069,0.4371,0.5406,0.2399,0.5141,0.4034,0.5025,0.4743,moderate,11,28
16,12,-4,-4,31.11,emerging_mover,False,0.56,8,1,Cluster 8,scenario_projection,UNDP_HDR_2025_Table_1,2023,Finland,FIN,Finland,0.948,0.942,-0.006,0.942,0.948,5617311,un_wpp_owid_2024,5351645,un_wpp_owid_2050,0.9078,-0.0402,0.9078,-0.0402,0.9427,-0.0053,0.9236,0.9427,0.9473,0.9473,0.9236,False,True,81.91,57067.6369,19.4941,12.9796,0.9104,0.9007,0.9124,0.945448,0.935448,0.947247,0.9427,1e-08,81.91,57067.6369,19.4941,12.9796,1.12,1.134,0.8455,43.1,48.0,4.9,10.2642,6.2842,63.5,59.58,-3.92,26.2358,34.1358,7.9,0.1055,0.5729,0.6784,0.7278,0.4355,0.255,0.0,1.0,0.7739,0.675,0.78,0.6698,0.1654,0.5017,0.8766,-0.0004,0.5635,0.5644,0.0007,0.0,0.12,0.22,0.6,0.0117,0.0588,0.0,0.6987,0.3013,0.738,0.7216,1.04,0.31,4.6982,0.0755,1.572,0.7786,0.2777,1.2247,3.8297,10.2375,0.222,0.0001,0.0004,0.0003,0.0027,-0.0002,0.0014,0.0,-0.0,-0.0001,-0.0001,0.5929,0.5308,0.4797,0.5256,0.6316,0.4714,0.6184,0.5425,0.6226,0.619,slow_growth,12,24
17,16,-1,-1,33.26,emerging_mover,False,0.55,9,3,Cluster 9,scenario_projection,UNDP_HDR_2025_Table_1,2023,Canada,CAN,Canada,0.939,0.935,-0.004,0.935,0.939,39742429,un_wpp_owid_2024,45621880,un_wpp_owid_2050,0.9005,-0.0385,0.9005,-0.0385,0.939,0.0,0.9198,0.939,0.9439,0.9439,0.9198,True,True,82.63,54688.4173,15.8883,13.87,0.921,0.8747,0.9062,0.960483,0.912184,0.944984,0.939,-1.4e-07,82.63,54688.4173,15.8883,13.87,1.1,1.134,0.8791,41.8,46.5,4.7,11.1553,7.2018,65.5,61.74,-3.76,23.3447,31.0582,7.7135,0.1166,0.503,0.6197,0.7923,0.5336,0.265,0.0,0.8663,0.8284,0.5649,0.7123,0.685,0.2672,0.4116,0.9196,0.0,0.5511,0.5618,0.0009,0.0,0.28,0.25,0.88,0.024,0.0575,0.0,0.6942,0.3058,0.738,0.7216,1.04,0.3143,4.2637,0.0985,1.4095,0.7538,0.5417,1.3963,3.1964,9.3049,0.1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.5671,0.5558,0.5052,0.4566,0.611,0.49,0.5927,0.5276,0.5859,0.6192,slow_growth,14,27
18,17,-1,-1,35.79,emerging_mover,False,0.55,9,3,Cluster 9,scenario_projection,UNDP_HDR_2025_Table_1,2023,New Zealand,NZL,New Zealand,0.938,0.937,-0.001,0.937,0.938,5213942,un_wpp_owid_2024,5755279,un_wpp_owid_2050,0.8985,-0.0395,0.8985,-0.0395,0.94,0.002,0.9205,0.94,0.9448,0.9448,0.9205,True,True,82.088,47259.6014,19.3001,12.883,0.9131,0.8973,0.8852,0.95521,0.93921,0.92581,0.94,-9e-08,82.088,47259.6014,19.3001,12.883,1.11,1.134,0.9115,37.7,42.0,4.3,16.5586,12.1719,65.0,61.56,-3.44,18.4414,26.2681,7.8267,0.1977,0.4267,0.6244,0.845,0.5255,0.285,0.0,0.6486,0.7748,0.4375,0.8305,0.7311,0.3626,0.3366,0.9634,0.0005,0.5537,0.5676,0.001,0.0,0.12,0.22,0.6,0.0117,0.0582,0.0,0.7135,0.2865,0.738,0.7216,1.04,0.2784,3.7545,0.1131,1.6932,0.8331,0.5865,1.165,3.2602,10.1105,0.1822,0.0001,0.0001,0.0001,0.001,0.0003,0.0005,0.0,-0.0,-0.0,-0.0,0.5447,0.5278,0.4786,0.4885,0.6395,0.4726,0.6309,0.5351,0.613,0.6062,slow_growth,13,26
19,17,-2,-2,36.22,emerging_mover,False,0.55,9,3,Cluster 9,scenario_projection,UNDP_HDR_2025_Table_1,2023,United States,USA,USA,0.938,0.927,-0.011,0.927,0.938,345426566,un_wpp_owid_2024,380846905,un_wpp_owid_2050,0.8987,-0.0393,0.8987,-0.0393,0.9393,0.0013,0.9196,0.9393,0.9442,0.9442,0.9196,True,True,79.304,73650.0308,15.923,13.91,0.8721,0.877,0.949,0.912013,0.917013,0.990914,0.9393,-3.5e-07,79.304,73650.0308,15.923,13.91,1.08,1.134,0.9184,38.5,42.0,3.5,15.4897,11.9692,65.0,62.2,-2.8,19.5103,25.8308,6.3205,0.1924,0.4153,0.6077,0.8586,0.5545,0.325,0.0,0.6287,0.7333,0.435,0.8563,0.7359,0.3916,0.3175,0.9746,0.0006,0.5534,0.5746,0.001,0.0,0.12,0.22,0.6,0.012,0.0567,0.0,0.6891,0.3109,0.738,0.7216,1.04,0.3348,3.1374,0.1049,1.7551,0.81,0.4407,1.4273,3.8046,10.04,0.1752,0.0,0.0001,0.0001,0.0006,0.0002,0.0003,0.0,-0.0,-0.0,-0.0,0.6045,0.4733,0.4728,0.4614,0.6132,0.4163,0.6013,0.5989,0.6307,0.6616,slow_growth,14,28
20,21,1,+1,31.47,emerging_mover,False,0.54,10,3,Cluster 10,scenario_projection,UNDP_HDR_2025_Table_1,2023,Slovenia,SVN,Slovenia,0.931,0.926,-0.005,0.926,0.931,2118692,un_wpp_owid_2024,1981554,un_wpp_owid_2050,0.8916,-0.0394,0.8916,-0.0394,0.93,-0.001,0.9109,0.93,0.9357,0.9357,0.9109,True,True,81.603,46360.8078,17.4772,12.9512,0.9059,0.8865,0.8825,0.94496,0.924761,0.920461,0.93,-3.7e-07,81.603,46360.8078,17.4772,12.9512,1.07,1.134,0.8452,44.9,50.0,5.1,8.1206,4.7181,64.5,60.42,-4.08,27.3794,34.8619,7.4826,0.0781,0.577,0.6551,0.7308,0.4736,0.245,0.0,1.0,0.7084,0.7025,0.778,0.6715,0.1792,0.4851,0.8831,-0.0009,0.536,0.5584,0.0011,0.0,0.12,0.22,0.6,0.012,0.0558,0.0,0.7381,0.2619,0.9,0.88,1.0,0.3159,3.7267,0.1106,1.5672,0.7665,0.5872,1.2453,2.9858,10.4142,0.1863,0.0,0.0001,0.0001,0.0004,-0.0,0.0002,0.0,-0.0,-0.0,-0.0,0.5044,0.5336,0.4819,0.481,0.6247,0.4762,0.607,0.5052,0.5789,0.5669,moderate,20,33
21,22,1,+1,32.25,emerging_mover,False,0.54,10,3,Cluster 10,scenario_projection,UNDP_HDR_2025_Table_1,2023,Austria,AUT,Austria,0.93,0.928,-0.002,0.928,0.93,9120815,un_wpp_owid_2024,8724335,un_wpp_owid_2050,0.8907,-0.0393,0.8907,-0.0393,0.9298,-0.0002,0.9108,0.9298,0.9354,0.9354,0.9108,True,True,81.956,63479.2084,16.2843,12.3615,0.9111,0.836,0.9277,0.951149,0.872745,0.96835,0.9298,-2.5e-07,81.956,63479.2084,16.2843,12.3615,1.1,1.134,0.8621,43.2,48.5,5.3,9.5949,5.642,65.5,61.26,-4.24,24.9051,33.098,8.1928,0.0921,0.5403,0.6324,0.7624,0.5118,0.235,0.0,0.959,0.7681,0.6496,0.6741,0.6461,0.2077,0.4541,0.8915,-0.0006,0.5421,0.5672,0.0011,0.0,0.12,0.22,0.6,0.0118,0.0571,0.0,0.7089,0.2911,0.738,0.7216,1.04,0.3049,3.7375,0.082,1.3179,0.8118,0.471,1.3416,3.1278,9.1516,0.1318,0.0,0.0,0.0,0.0001,-0.0,0.0001,0.0,-0.0,-0.0,-0.0,0.548,0.5326,0.4898,0.4565,0.6132,0.4762,0.6055,0.5252,0.579,0.5955,slow_growth,20,33
22,27,5,+5,41.3,fast_converger,True,0.53,10,3,Cluster 10,scenario_projection,UNDP_HDR_2025_Table_1,2023,Israel,ISR,Israel,0.919,0.915,-0.004,0.915,0.919,9387015,un_wpp_owid_2024,13092723,un_wpp_owid_2050,0.8804,-0.0386,0.8804,-0.0386,0.9284,0.0094,0.8991,0.9284,0.9342,0.9342,0.8991,True,True,82.408,48050.1118,14.9342,13.5346,0.9178,0.8378,0.8876,0.965579,0.888081,0.93318,0.9284,3e-07,82.408,48050.1118,14.9342,13.5346,1.08,1.134,0.9843,30.4,35.5,5.1,24.5914,20.9485,66.5,62.42,-4.08,8.9086,16.6315,7.7229,0.3356,0.2664,0.6021,0.9517,0.5645,0.245,0.0,0.2105,0.645,0.1535,0.7957,0.7387,0.5442,0.163,1.0395,0.0017,0.5265,0.5665,0.0013,0.0,0.12,0.22,0.6,0.0126,0.0529,0.0,0.7187,0.2813,0.9,0.88,1.0,0.2927,3.7217,0.0906,1.6096,0.758,0.4873,1.0788,3.0933,9.0878,0.1774,0.0003,0.0009,0.0004,0.0037,0.0027,0.002,0.0,-0.0,-0.0002,-0.0004,0.5781,0.4444,0.386,0.4758,0.6135,0.3852,0.6009,0.5699,0.5969,0.6146,moderate,20,40
23,24,1,+1,28.08,stable_or_slow,False,0.38,11,2,Cluster 11,scenario_projection,UNDP_HDR_2025_Table_1,2023,Malta,MLT,Malta,0.924,0.918,-0.006,0.918,0.924,539612,un_wpp_owid_2024,535728,un_wpp_owid_2050,0.8852,-0.0388,0.8852,-0.0388,0.9261,0.0021,0.9024,0.9261,0.9321,0.9321,0.9024,True,True,83.299,52155.0749,15.9099,12.4207,0.9309,0.8283,0.8994,0.972914,0.868213,0.940314,0.9261,-1e-08,83.299,52155.0749,15.9099,12.4207,1.07,1.134,0.8802,41.5,47.0,5.5,11.1729,6.6992,66.5,62.1,-4.4,22.3271,31.2008,8.8737,0.1079,0.5024,0.6103,0.7955,0.55,0.225,0.0,0.8728,0.7123,0.6117,0.9167,0.7038,0.2685,0.4073,0.9238,-0.0005,0.3777,0.5463,0.0012,0.0,0.12,0.22,0.6,0.012,0.0458,0.0,0.6704,0.3296,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0001,0.0003,0.0001,0.0013,0.0001,0.0006,0.0,-0.0001,-0.0002,-0.0001,0.3887,0.2957,0.2069,0.4023,0.4945,0.2312,0.4793,0.3659,0.4717,0.4412,moderate,20,37
24,25,1,+1,31.3,emerging_mover,False,0.41,11,2,Cluster 11,scenario_projection,UNDP_HDR_2025_Table_1,2023,Luxembourg,LUX,Luxembourg,0.922,0.927,0.005,0.927,0.922,673042,un_wpp_owid_2024,791461,un_wpp_owid_2050,0.8894,-0.0326,0.8894,-0.0326,0.9257,0.0037,0.9014,0.9257,0.9317,0.9317,0.9014,True,True,82.229,85461.2483,14.358,12.5894,0.9151,0.7922,0.9704,0.954322,0.831219,1.0,0.9257,-2.8e-07,82.229,85461.2483,14.358,12.5894,1.1,1.134,0.9152,39.5,44.0,4.5,13.3655,9.2996,67.0,63.4,-3.6,19.6345,27.3004,7.6658,0.1467,0.4306,0.5773,0.8579,0.6091,0.275,0.0,0.6955,0.7649,0.472,0.9167,0.717,0.3766,0.3199,0.9675,0.0004,0.4092,0.5431,0.0012,0.0,0.12,0.22,0.6,0.0117,0.0488,0.0,0.6423,0.3577,0.738,0.7216,1.04,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0,0.0005,0.0001,0.0021,0.0006,0.0009,0.0,-0.0001,-0.0003,-0.0001,0.4281,0.3153,0.2069,0.4338,0.5362,0.239,0.5108,0.4068,0.5222,0.4927,slow_growth,20,38
25,20,-5,-5,29.96,stable_or_slow,False,0.56,12,3,Cluster 12,scenario_projection,UNDP_HDR_2025_Table_1,2023,Korea (Republic of),KOR,South Korea,0.937,0.929,-0.008,0.929,0.937,51717587,un_wpp_owid_2024,45143134,un_wpp_owid_2050,0.8977,-0.0393,0.8977,-0.0393,0.9212,-0.0158,0.9022,0.9212,0.9275,0.9275,0.9022,False,False,84.329,49726.4533,16.6186,12.7222,0.946,0.8568,0.8926,0.970104,0.880204,0.915504,0.9212,6e-08,84.329,49726.4533,16.6186,12.7222,1.1,1.134,0.854,43.7,53.0,9.3,8.0195,3.0352,69.5,62.06,-7.44,22.4805,34.9048,12.4243,0.0489,0.5624,0.6113,0.7524,0.5482,0.035,0.0,1.0,0.691,0.7098,0.8393,0.6904,0.1782,0.4538,0.8915,-0.0008,0.5609,0.565,0.001,0.0,0.12,0.22,0.6,0.0121,0.0567,0.0,0.6774,0.3226,0.9,0.88,1.0,0.3398,3.7684,0.0785,1.7142,0.7913,0.354,1.0065,3.2044,10.0507,0.1408,0.0006,0.0015,0.0005,0.0077,-0.0003,0.0042,0.0,-0.0,-0.0003,-0.0008,0.5763,0.5901,0.5409,0.4532,0.6084,0.5154,0.596,0.5268,0.592,0.6103,moderate,23,37
26,29,3,+3,32.38,emerging_mover,False,0.38,12,3,Cluster 12,scenario_projection,UNDP_HDR_2025_Table_1,2023,San Marino,SMR,San Marino,0.915,0.921,0.006,0.921,0.915,33606,un_wpp_owid_2024,33719,un_wpp_owid_2050,0.8803,-0.0347,0.8803,-0.0347,0.922,0.007,0.8935,0.922,0.9284,0.9284,0.8935,True,True,85.706,64706.3756,14.5998,11.36,0.9663,0.7589,0.9304,0.999948,0.805858,0.97265,0.922,-1.7e-07,85.706,64706.3756,14.5998,11.36,0.9,1.134,0.9611,28.0,35.0,7.0,27.9906,23.3987,65.0,59.4,-5.6,7.0094,17.2013,10.1919,0.3939,0.2896,0.6835,0.9109,0.4273,0.15,0.0485,0.2364,0.5091,0.1859,0.9167,0.6727,0.4313,0.2508,0.986,0.0007,0.3836,0.5323,0.0013,0.0,0.12,0.22,0.6,0.012,0.0463,0.0,0.6844,0.3156,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0001,0.0011,0.0001,0.0033,0.0018,0.0015,0.0,-0.0002,-0.0005,-0.0002,0.3887,0.3043,0.2069,0.416,0.5127,0.2346,0.4931,0.3728,0.4696,0.4373,moderate,22,43
27,32,5,+5,33.44,fast_converger,True,0.39,12,3,Cluster 12,scenario_projection,UNDP_HDR_2025_Table_1,2023,Andorra,AND,Andorra,0.913,0.926,0.013,0.926,0.913,81955,un_wpp_owid_2024,82213,un_wpp_owid_2050,0.8754,-0.0376,0.8754,-0.0376,0.9203,0.0073,0.8915,0.9203,0.9268,0.9268,0.8915,True,True,84.041,64631.0749,14.5428,11.61,0.9418,0.7657,0.9302,0.985627,0.812822,0.972927,0.9203,2e-08,84.041,64631.0749,14.5428,11.61,0.9,1.134,0.9611,28.0,35.0,7.0,27.9906,23.3987,65.0,59.4,-5.6,7.0094,17.2013,10.1919,0.3939,0.2896,0.6835,0.9109,0.4273,0.15,0.0485,0.2364,0.5097,0.1858,0.9167,0.6759,0.432,0.2508,0.9867,0.0007,0.3865,0.5399,0.0014,0.0,0.12,0.22,0.6,0.012,0.0464,0.0,0.6868,0.3132,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0001,0.0011,0.0002,0.0034,0.0018,0.0015,0.0,-0.0002,-0.0005,-0.0003,0.3966,0.3042,0.2069,0.416,0.5126,0.2346,0.493,0.3778,0.4764,0.4466,moderate,23,46
28,26,-2,-2,30.97,emerging_mover,False,0.53,13,1,Cluster 13,scenario_projection,UNDP_HDR_2025_Table_1,2023,France,FRA,France,0.92,0.91,-0.01,0.91,0.92,66548532,un_wpp_owid_2024,68219681,un_wpp_owid_2050,0.8815,-0.0385,0.8815,-0.0385,0.9197,-0.0003,0.9007,0.9197,0.9262,0.9262,0.9007,True,True,83.325,55060.1604,16.0951,11.7657,0.9312,0.8109,0.9072,0.971538,0.846033,0.946437,0.9197,1.7e-07,83.325,55060.1604,16.0951,11.7657,1.1,1.134,0.8578,41.7,46.0,4.3,12.0885,8.0989,63.0,59.56,-3.44,24.9115,32.3411,7.4296,0.136,0.543,0.679,0.7481,0.4345,0.285,0.0,0.9246,0.7491,0.6337,0.7683,0.6306,0.1928,0.475,0.8817,-0.0011,0.5299,0.568,0.0013,0.0,0.12,0.22,0.6,0.0119,0.0559,0.0,0.708,0.292,0.738,0.7216,1.04,0.2946,2.5457,0.1326,1.5439,0.8372,0.9756,1.1407,3.028,8.303,0.1734,0.0,0.0,0.0,0.0002,-0.0,0.0001,0.0,-0.0,-0.0,-0.0,0.5589,0.5025,0.4532,0.4814,0.5539,0.4449,0.6007,0.5116,0.5822,0.6094,slow_growth,23,38
29,29,0,0,29.72,stable_or_slow,False,0.49,14,3,Cluster 14,scenario_projection,UNDP_HDR_2025_Table_1,2023,Czechia,CZE,Czechia,0.915,0.902,-0.013,0.902,0.915,10735857,un_wpp_owid_2024,9825542,un_wpp_owid_2050,0.8768,-0.0382,0.8768,-0.0382,0.9158,0.0008,0.8964,0.9158,0.9225,0.9225,0.8964,True,True,79.834,45889.014,16.7935,12.9632,0.8799,0.8694,0.881,0.919149,0.908249,0.920049,0.9158,-8e-08,79.834,45889.014,16.7935,12.9632,1.07,1.134,0.8515,43.3,48.5,5.2,9.7637,5.776,64.5,60.34,-4.16,25.7363,33.884,8.1477,0.0957,0.5616,0.6573,0.7409,0.47,0.24,0.0,0.9947,0.6911,0.706,0.7059,0.6527,0.1771,0.4847,0.8797,-0.0015,0.4936,0.559,0.0014,0.0,0.12,0.22,0.6,0.012,0.0532,0.0,0.7498,0.2502,0.9,0.88,1.0,0.3171,4.2528,0.1195,1.3943,0.7696,0.3675,1.4654,4.0799,9.3997,0.0682,0.0,0.0001,0.0001,0.0004,-0.0,0.0002,0.0,-0.0,-0.0,-0.0,0.5097,0.4698,0.4122,0.4279,0.5944,0.3988,0.5817,0.4374,0.5373,0.5672,moderate,25,40
