Rank,UNDP_Rank_2023,RankChange_2023_to_2050,RankChangeDisplay,DevelopmentMomentumScore,DevelopmentMomentumTier,IndustrializingMover,IndustrializationSignal,RankCluster,RankClusterSize,RankClusterLabel,ProjectionType,BaselineSource,BaselineDataYear,UNDP_Country,ISO3,Country,HDI_Baseline,HDI_2024_Local_Estimate,HDI_2024_vs_UNDP_HDR2025,HDI_2024,UNDP_HDI_2023,Population_2024,Population_2024_Source,Population_2050,Population_2050_Source,HDI_Baseline_Recomputed_From_Components,HDI_Baseline_Component_Mismatch,HDI_2024_Recomputed_From_Components,HDI_2024_Component_Mismatch,HDI_2050,HDI_2050_Gain,HDI_P10,HDI_P50,HDI_P90,HDI_Optimistic,HDI_Pessimistic,Interval_Contains_Baseline_HDI,Interval_Contains_2024_HDI,LifeExp_Baseline,GNI_PPP_Baseline,ExpSchool_Baseline,MeanSchool_Baseline,HealthIndex_2025,EducationIndex_2025,IncomeIndex_2025,HealthIndex_2050,EducationIndex_2050,IncomeIndex_2050,HDI_2050_Recomputed_From_Indices,HDI_2050_Index_Mismatch,LifeExp_2024,GNI_PPP_2024,ExpSchool_2024,MeanSchool_2024,InstEfficiency,TechFactor,DemoFactor,SubReplacementDepth,MigrationBufferIntensity,MedianAge_2024,MedianAge_2050,MedianAgeShift_2024_to_2050,Youth014Pct_2024,Youth014Pct_2050,WorkingAgePct_2024,WorkingAgePct_2050,WorkforceChangePP_2024_to_2050,Elderly65PlusPct_2024,Elderly65PlusPct_2050,Elderly65PlusChangePP_2024_to_2050,ChildDependencyRatio,OldAgeDependencyRatio,TotalDependencyRatio,AgePyramidScore,WorkforceDepth,WorkforceMomentum,YouthDependencyPressure,AgingPressure,DevelopedDemographicAdaptation,AdaptedAgingPressure,FertilityWindow,HumanCapitalAbsorption,DemographicDividend,DependencyPressure,DemographicHDIMultiplier,DemographicHDIAdjustment,FutureReadiness,DigitalInfraDevelopment,DigitalInfraHDIAdjustment,RecoveryPotential2050,ResourceDependence,GrowthVolatility,EconomicDiversification,ResourceDrag,IndustrializationHDIAcceleration,DevelopingCatchupReadiness,GrowthProspectScore,LowGrowthProspectDrag,TrajectoryHDISpeedMultiplier,TrajectoryHDICapMultiplier,TrajectoryHDIShockMultiplier,Gini_2024,InfantMortality_2024,ClimateRisk_2024,Fertility_2024,Urbanization_2024,PoliticalStability_2024,RuleOfLaw_2024,Physicians_2024,HealthExp_2024,RenewableShare_2024,Contrib_Income,Contrib_Education,Contrib_Health,Contrib_Governance,Contrib_Demographics,Contrib_Technology,Contrib_Recovery,Contrib_Inequality,Contrib_Climate,Contrib_ShockRisk,ai_adoption_index,robot_density,semiconductor_production,green_energy_investment,ev_adoption,battery_capacity,high_speed_rail,startup_ecosystem,venture_capital,cloud_adoption,Trajectory,Rank_Best_P90,Rank_Worst_P10
11,10,-1,-1,33.29,emerging_mover,False,0.49,7,3,Cluster 7,scenario_projection,UNDP_HDR_2025_Table_1,2023,Belgium,BEL,Belgium,0.951,0.937,-0.014,0.937,0.951,11738761,un_wpp_owid_2024,11870903,un_wpp_owid_2050,0.9105,-0.0405,0.9105,-0.0405,0.9489,-0.0021,0.9294,0.9489,0.953,0.953,0.9294,True,True,82.115,63582.4754,18.996,12.6897,0.9135,0.8906,0.9279,0.952001,0.928201,0.966901,0.9489,8e-08,82.115,63582.4754,18.996,12.6897,1.1,1.134,0.9079,0.5,0.5,41.6,46.0,4.4,11.7189,7.2137,64.5,63.98,-0.52,23.7811,28.8063,5.0252,0.1127,0.4502,0.563,0.8485,0.6355,0.4675,0.0,0.7639,0.7215,0.5324,0.8708,0.7585,0.4043,0.3343,0.9782,0.0005,0.4913,0.5684,0.0007,0.0,0.12,0.22,0.6,0.0119,0.0535,0.0,0.6723,0.3277,0.738,0.7216,1.04,0.3376,4.862,0.0907,1.7898,0.8544,0.594,0.9248,3.5153,8.5356,0.1199,0.0,0.0001,0.0001,0.001,0.0003,0.0005,0.0,-0.0,-0.0,-0.0001,0.5406,0.4272,0.3816,0.427,0.5903,0.3736,0.5901,0.4648,0.5372,0.5809,slow_growth,9,22
12,13,1,+1,39.5,emerging_mover,False,0.52,7,3,Cluster 7,scenario_projection,UNDP_HDR_2025_Table_1,2023,Singapore,SGP,Singapore,0.946,0.949,0.003,0.949,0.946,5832387,un_wpp_owid_2024,6081693,un_wpp_owid_2050,0.9215,-0.0245,0.9215,-0.0245,0.9488,0.0028,0.9287,0.9488,0.9529,0.9529,0.9287,True,True,83.736,111239.2291,16.7423,11.99,0.9373,0.8349,1.0,0.977355,0.87396,0.999954,0.9488,-8e-08,83.736,111239.2291,16.7423,11.99,1.15,1.134,0.9951,1.0,1.0,42.2,50.0,7.8,8.3707,3.2471,73.0,72.76,-0.24,18.6293,23.9929,5.3636,0.0446,0.3298,0.3744,0.8398,1.0,0.485,0.0,0.5451,0.773,0.3681,0.7939,0.8215,0.631,0.1962,1.0676,0.0018,0.522,0.5724,0.0008,0.0,0.12,0.22,0.6,0.0117,0.0563,0.0,0.678,0.322,0.738,0.7216,1.04,0.3045,4.3693,0.1083,1.6053,0.7183,0.607,1.3129,3.6092,9.7994,0.1085,0.0,0.0003,0.0001,0.0012,0.0008,0.0006,0.0,-0.0,-0.0001,-0.0001,0.6197,0.44,0.408,0.4412,0.5804,0.3796,0.5716,0.5577,0.5682,0.6533,slow_growth,9,23
13,12,-1,-1,35.57,emerging_mover,False,0.56,8,4,Cluster 8,scenario_projection,UNDP_HDR_2025_Table_1,2023,Finland,FIN,Finland,0.948,0.942,-0.006,0.942,0.948,5617311,un_wpp_owid_2024,5351645,un_wpp_owid_2050,0.9078,-0.0402,0.9078,-0.0402,0.9449,-0.0031,0.9257,0.9449,0.9493,0.9493,0.9257,True,True,81.91,57067.6369,19.4941,12.9796,0.9104,0.9007,0.9124,0.947715,0.937515,0.949515,0.9449,1.9e-07,81.91,57067.6369,19.4941,12.9796,1.12,1.134,0.9035,0.8333,0.8333,43.1,48.0,4.9,10.2642,5.5068,63.5,64.58,1.08,26.2358,29.9132,3.6774,0.0853,0.4632,0.5485,0.8438,0.6627,0.5675,0.0,0.8142,0.7516,0.5572,0.78,0.7513,0.4131,0.342,0.9778,0.0006,0.5635,0.5644,0.0008,0.0,0.12,0.22,0.6,0.0117,0.0588,0.0,0.6986,0.3014,0.738,0.7216,1.04,0.31,4.6982,0.0755,1.572,0.7786,0.2777,1.2247,3.8297,10.2375,0.222,0.0001,0.0002,0.0002,0.0014,0.0004,0.0007,0.0,-0.0,-0.0,-0.0001,0.5929,0.5308,0.4797,0.5256,0.6316,0.4714,0.6184,0.5425,0.6226,0.619,slow_growth,10,25
14,13,-1,-1,34.57,emerging_mover,False,0.55,8,4,Cluster 8,scenario_projection,UNDP_HDR_2025_Table_1,2023,United Kingdom,GBR,UK,0.946,0.94,-0.006,0.94,0.946,69138185,un_wpp_owid_2024,75504685,un_wpp_owid_2050,0.9067,-0.0393,0.9067,-0.0393,0.9442,-0.0018,0.9248,0.9442,0.9487,0.9487,0.9248,True,True,81.302,54371.5863,17.8111,13.49,0.9015,0.9134,0.9054,0.938747,0.951148,0.942747,0.9442,-1.2e-07,81.302,54371.5863,17.8111,13.49,1.1,1.134,0.8999,0.5,0.5,40.5,45.5,5.0,13.2676,7.8763,64.0,63.0,-1.0,22.7324,29.1237,6.3913,0.125,0.4623,0.5873,0.8316,0.5909,0.4375,0.0,0.7783,0.7529,0.5322,0.7279,0.7297,0.3675,0.3568,0.9607,0.0004,0.5485,0.5694,0.0008,0.0,0.12,0.22,0.6,0.0118,0.0573,0.0,0.683,0.317,0.738,0.7216,1.04,0.3388,3.5138,0.1075,1.4468,0.7541,0.517,1.0431,3.4318,10.8478,0.1225,0.0001,0.0001,0.0001,0.0008,0.0002,0.0004,0.0,-0.0,-0.0,-0.0,0.5921,0.516,0.4714,0.4559,0.6029,0.4593,0.5923,0.5657,0.5954,0.6341,slow_growth,13,25
15,15,0,0,38.99,emerging_mover,False,0.41,8,4,Cluster 8,scenario_projection,UNDP_HDR_2025_Table_1,2023,United Arab Emirates,ARE,UAE,0.94,0.911,-0.029,0.911,0.94,11027135,un_wpp_owid_2024,15367397,un_wpp_owid_2050,0.9015,-0.0385,0.9015,-0.0385,0.9454,0.0054,0.9175,0.9454,0.9499,0.9499,0.9175,True,False,82.909,71142.3048,15.6016,12.99,0.9251,0.8389,0.944,0.968383,0.884884,0.986082,0.9454,-1.9e-07,82.909,71142.3048,15.6016,12.99,1.08,1.134,1.117,0.6667,0.8667,33.5,40.0,6.5,10.7347,7.7324,83.0,80.0,-3.0,6.2653,12.2676,6.0023,0.0967,0.1533,0.25,0.811,1.0,0.3125,0.0,0.0122,0.6476,0.0089,0.9167,0.8673,0.784,0.0044,1.1461,0.0028,0.4146,0.6178,0.001,0.0,0.55,0.38,0.78,0.0833,0.0455,0.0,0.6295,0.3705,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0,0.0005,0.0001,0.0021,0.0024,0.001,0.0,-0.0001,-0.0003,-0.0002,0.4826,0.308,0.2069,0.4643,0.5207,0.2361,0.4991,0.3959,0.5141,0.5181,moderate,10,31
16,17,1,+1,36.49,emerging_mover,False,0.41,8,4,Cluster 8,scenario_projection,UNDP_HDR_2025_Table_1,2023,Liechtenstein,LIE,Liechtenstein,0.938,0.935,-0.003,0.935,0.938,39895,un_wpp_owid_2024,43024,un_wpp_owid_2050,0.9136,-0.0244,0.9136,-0.0244,0.9456,0.0076,0.9174,0.9456,0.95,0.95,0.9174,True,True,83.63,166811.6741,15.4126,12.41,0.9357,0.8149,1.0,0.978774,0.863877,0.999973,0.9456,1.6e-07,83.63,166811.6741,15.4126,12.41,0.9,1.134,1.0079,0.8333,0.8333,28.0,35.0,7.0,27.9906,20.5171,65.0,64.4,-0.6,7.0094,15.0829,8.0735,0.3186,0.2342,0.5528,0.9784,0.6545,0.4625,0.0,0.1401,0.5145,0.1098,0.9167,0.7783,0.6552,0.1024,1.0833,0.0019,0.4056,0.5373,0.0009,0.0,0.12,0.22,0.6,0.0118,0.0486,0.0,0.6849,0.3151,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0,0.0008,0.0002,0.0033,0.0028,0.0014,0.0,-0.0002,-0.0004,-0.0002,0.4202,0.3174,0.2069,0.4371,0.5406,0.2399,0.5141,0.4034,0.5025,0.4743,moderate,10,31
17,16,-1,-1,37.84,emerging_mover,False,0.55,9,3,Cluster 9,scenario_projection,UNDP_HDR_2025_Table_1,2023,Canada,CAN,Canada,0.939,0.935,-0.004,0.935,0.939,39742429,un_wpp_owid_2024,45621880,un_wpp_owid_2050,0.9005,-0.0385,0.9005,-0.0385,0.9418,0.0028,0.9216,0.9418,0.9465,0.9465,0.9216,True,True,82.63,54688.4173,15.8883,13.87,0.921,0.8747,0.9062,0.962967,0.916169,0.946868,0.9418,2.7e-07,82.63,54688.4173,15.8883,13.87,1.1,1.134,0.9394,0.6667,0.8667,41.8,46.5,4.7,11.1553,6.223,65.5,66.94,1.44,23.3447,26.837,3.4923,0.093,0.4009,0.4939,0.8857,0.77,0.59,0.0,0.6744,0.8054,0.4463,0.7123,0.7653,0.5174,0.2527,1.0211,0.0014,0.5511,0.5618,0.001,0.0,0.28,0.25,0.88,0.024,0.0575,0.0,0.6941,0.3059,0.738,0.7216,1.04,0.3143,4.2637,0.0985,1.4095,0.7538,0.5417,1.3963,3.1964,9.3049,0.1295,0.0001,0.0002,0.0001,0.0013,0.0006,0.0007,0.0,-0.0,-0.0001,-0.0001,0.5671,0.5558,0.5052,0.4566,0.611,0.49,0.5927,0.5276,0.5859,0.6192,slow_growth,13,27
18,17,-1,-1,37.86,emerging_mover,False,0.55,9,3,Cluster 9,scenario_projection,UNDP_HDR_2025_Table_1,2023,New Zealand,NZL,New Zealand,0.938,0.937,-0.001,0.937,0.938,5213942,un_wpp_owid_2024,5755279,un_wpp_owid_2050,0.8985,-0.0395,0.8985,-0.0395,0.9413,0.0033,0.9205,0.9413,0.9461,0.9461,0.9205,True,True,82.088,47259.6014,19.3001,12.883,0.9131,0.8973,0.8852,0.956443,0.940744,0.926945,0.9413,2.5e-07,82.088,47259.6014,19.3001,12.883,1.11,1.134,0.9396,0.3333,0.4333,37.7,42.0,4.3,16.5586,11.3486,65.0,64.16,-0.84,18.4414,24.4914,6.05,0.1769,0.3817,0.5586,0.9005,0.6436,0.4475,0.0,0.5678,0.7651,0.3853,0.8305,0.7713,0.4845,0.2606,1.0128,0.0012,0.5537,0.5676,0.001,0.0,0.12,0.22,0.6,0.0117,0.0582,0.0,0.7135,0.2865,0.738,0.7216,1.04,0.2784,3.7545,0.1131,1.6932,0.8331,0.5865,1.165,3.2602,10.1105,0.1822,0.0001,0.0002,0.0002,0.0015,0.0007,0.0008,0.0,-0.0,-0.0001,-0.0001,0.5447,0.5278,0.4786,0.4885,0.6395,0.4726,0.6309,0.5351,0.613,0.6062,slow_growth,13,27
19,17,-2,-2,38.11,emerging_mover,False,0.55,9,3,Cluster 9,scenario_projection,UNDP_HDR_2025_Table_1,2023,United States,USA,USA,0.938,0.927,-0.011,0.927,0.938,345426566,un_wpp_owid_2024,380846905,un_wpp_owid_2050,0.8987,-0.0393,0.8987,-0.0393,0.9406,0.0026,0.9196,0.9406,0.9453,0.9453,0.9196,True,True,79.304,73650.0308,15.923,13.91,0.8721,0.877,0.949,0.913754,0.918754,0.991258,0.9406,2.3e-07,79.304,73650.0308,15.923,13.91,1.08,1.134,0.9444,0.3333,0.4,38.5,42.0,3.5,15.4897,11.2093,65.0,64.6,-0.4,19.5103,24.1907,4.6804,0.1735,0.3745,0.548,0.9099,0.6636,0.475,0.0,0.5541,0.7244,0.3855,0.8563,0.7729,0.504,0.248,1.02,0.0012,0.5534,0.5746,0.001,0.0,0.12,0.22,0.6,0.012,0.0567,0.0,0.6891,0.3109,0.738,0.7216,1.04,0.3348,3.1374,0.1049,1.7551,0.81,0.4407,1.4273,3.8046,10.04,0.1752,0.0,0.0002,0.0002,0.0011,0.0006,0.0006,0.0,-0.0,-0.0001,-0.0001,0.6045,0.4733,0.4728,0.4614,0.6132,0.4163,0.6013,0.5989,0.6307,0.6616,slow_growth,15,29
20,21,1,+1,32.9,emerging_mover,False,0.54,10,2,Cluster 10,scenario_projection,UNDP_HDR_2025_Table_1,2023,Slovenia,SVN,Slovenia,0.931,0.926,-0.005,0.926,0.931,2118692,un_wpp_owid_2024,1981554,un_wpp_owid_2050,0.8916,-0.0394,0.8916,-0.0394,0.931,0.0,0.9118,0.931,0.9366,0.9366,0.9118,True,True,81.603,46360.8078,17.4772,12.9512,0.9059,0.8865,0.8825,0.94596,0.925761,0.921461,0.931,-3.1e-07,81.603,46360.8078,17.4772,12.9512,1.07,1.134,0.8687,0.3333,0.3333,44.9,50.0,5.1,8.1206,4.4796,64.5,62.42,-2.08,27.3794,33.1004,5.721,0.0718,0.5303,0.6021,0.778,0.5645,0.37,0.0,0.9591,0.7035,0.6757,0.778,0.7046,0.2671,0.4325,0.919,-0.0004,0.536,0.5584,0.0011,0.0,0.12,0.22,0.6,0.012,0.0558,0.0,0.738,0.262,0.9,0.88,1.0,0.3159,3.7267,0.1106,1.5672,0.7665,0.5872,1.2453,2.9858,10.4142,0.1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.5044,0.5336,0.4819,0.481,0.6247,0.4762,0.607,0.5052,0.5789,0.5669,moderate,20,32
21,22,1,+1,36.84,emerging_mover,False,0.54,10,2,Cluster 10,scenario_projection,UNDP_HDR_2025_Table_1,2023,Austria,AUT,Austria,0.93,0.928,-0.002,0.928,0.93,9120815,un_wpp_owid_2024,8724335,un_wpp_owid_2050,0.8907,-0.0393,0.8907,-0.0393,0.9328,0.0028,0.9128,0.9328,0.9382,0.9382,0.9128,True,True,81.956,63479.2084,16.2843,12.3615,0.9111,0.836,0.9277,0.953851,0.877455,0.96975,0.9328,-3.1e-07,81.956,63479.2084,16.2843,12.3615,1.1,1.134,0.921,0.8333,0.8333,43.2,48.5,5.3,9.5949,4.9138,65.5,66.26,0.76,24.9051,28.8262,3.921,0.0742,0.435,0.5092,0.872,0.7391,0.5475,0.0,0.7648,0.7448,0.5256,0.6741,0.7263,0.4565,0.2962,0.9924,0.0009,0.5421,0.5672,0.0011,0.0,0.12,0.22,0.6,0.0118,0.0571,0.0,0.7088,0.2912,0.738,0.7216,1.04,0.3049,3.7375,0.082,1.3179,0.8118,0.471,1.3416,3.1278,9.1516,0.1318,0.0,0.0003,0.0001,0.0013,0.0005,0.0007,0.0,-0.0,-0.0,-0.0001,0.548,0.5326,0.4898,0.4565,0.6132,0.4762,0.6055,0.5252,0.579,0.5955,slow_growth,20,32
22,24,2,+2,33.82,emerging_mover,False,0.38,11,3,Cluster 11,scenario_projection,UNDP_HDR_2025_Table_1,2023,Malta,MLT,Malta,0.924,0.918,-0.006,0.918,0.924,539612,un_wpp_owid_2024,535728,un_wpp_owid_2050,0.8852,-0.0388,0.8852,-0.0388,0.9302,0.0062,0.9024,0.9302,0.9359,0.9359,0.9024,True,True,83.299,52155.0749,15.9099,12.4207,0.9309,0.8283,0.8994,0.975385,0.874987,0.943086,0.9302,-2e-08,83.299,52155.0749,15.9099,12.4207,1.07,1.134,0.9504,1.0,1.0,41.5,47.0,5.5,11.1729,5.6386,66.5,68.1,1.6,22.3271,26.2614,3.9343,0.0828,0.3856,0.4684,0.8766,0.8227,0.6,0.0,0.6482,0.6853,0.4617,0.9167,0.7937,0.5518,0.2334,1.0374,0.0016,0.3777,0.5463,0.0012,0.0,0.12,0.22,0.6,0.012,0.0458,0.0,0.6702,0.3298,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0002,0.0007,0.0002,0.003,0.0017,0.0013,0.0,-0.0001,-0.0004,-0.0003,0.3887,0.2957,0.2069,0.4023,0.4945,0.2312,0.4793,0.3659,0.4717,0.4412,moderate,20,40
23,25,2,+2,35.66,emerging_mover,False,0.41,11,3,Cluster 11,scenario_projection,UNDP_HDR_2025_Table_1,2023,Luxembourg,LUX,Luxembourg,0.922,0.927,0.005,0.927,0.922,673042,un_wpp_owid_2024,791461,un_wpp_owid_2050,0.8894,-0.0326,0.8894,-0.0326,0.9288,0.0068,0.9014,0.9288,0.9345,0.9345,0.9014,True,True,82.229,85461.2483,14.358,12.5894,0.9151,0.7922,0.9704,0.956714,0.8375,1.0,0.9288,2.3e-07,82.229,85461.2483,14.358,12.5894,1.1,1.134,0.9695,0.6667,0.8,39.5,44.0,4.5,13.3655,8.08,67.0,68.2,1.2,19.6345,23.72,4.0854,0.1185,0.3478,0.4663,0.9045,0.8273,0.575,0.0,0.5327,0.7454,0.366,0.9167,0.7856,0.5928,0.1918,1.0535,0.0021,0.4092,0.5431,0.0013,0.0,0.12,0.22,0.6,0.0117,0.0488,0.0,0.6422,0.3578,0.738,0.7216,1.04,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0,0.0008,0.0002,0.0032,0.002,0.0013,0.0,-0.0001,-0.0004,-0.0002,0.4281,0.3153,0.2069,0.4338,0.5362,0.239,0.5108,0.4068,0.5222,0.4927,slow_growth,20,40
24,27,3,+3,40.22,emerging_mover,False,0.53,11,3,Cluster 11,scenario_projection,UNDP_HDR_2025_Table_1,2023,Israel,ISR,Israel,0.919,0.915,-0.004,0.915,0.919,9387015,un_wpp_owid_2024,13092723,un_wpp_owid_2050,0.8804,-0.0386,0.8804,-0.0386,0.9284,0.0094,0.8991,0.9284,0.9342,0.9342,0.8991,True,True,82.408,48050.1118,14.9342,13.5346,0.9178,0.8378,0.8876,0.965579,0.888081,0.93318,0.9284,3e-07,82.408,48050.1118,14.9342,13.5346,1.08,1.134,0.9843,0.0,0.0,30.4,35.5,5.1,24.5914,20.9485,66.5,62.42,-4.08,8.9086,16.6315,7.7229,0.3356,0.2664,0.6021,0.9517,0.5645,0.245,0.0,0.2105,0.645,0.1535,0.7957,0.7387,0.5442,0.163,1.0395,0.0017,0.5265,0.5665,0.0013,0.0,0.12,0.22,0.6,0.0126,0.0529,0.0,0.7187,0.2813,0.9,0.88,1.0,0.2927,3.7217,0.0906,1.6096,0.758,0.4873,1.0788,3.0933,9.0878,0.1774,0.0003,0.0009,0.0004,0.0037,0.0027,0.002,0.0,-0.0,-0.0002,-0.0004,0.5781,0.4444,0.386,0.4758,0.6135,0.3852,0.6009,0.5699,0.5969,0.6146,moderate,20,40
25,20,-5,-5,35.07,emerging_mover,False,0.56,12,3,Cluster 12,scenario_projection,UNDP_HDR_2025_Table_1,2023,Korea (Republic of),KOR,South Korea,0.937,0.929,-0.008,0.929,0.937,51717587,un_wpp_owid_2024,45143134,un_wpp_owid_2050,0.8977,-0.0393,0.8977,-0.0393,0.9244,-0.0126,0.9053,0.9244,0.9305,0.9305,0.9053,False,True,84.329,49726.4533,16.6186,12.7222,0.946,0.8568,0.8926,0.97368,0.882982,0.918781,0.9244,2.1e-07,84.329,49726.4533,16.6186,12.7222,1.1,1.134,0.9275,1.0,1.0,43.7,53.0,9.3,8.0195,2.5552,69.5,68.06,-1.44,22.4805,29.3848,6.9043,0.0375,0.4317,0.4693,0.8413,0.8209,0.41,0.0,0.7902,0.6658,0.5692,0.8393,0.783,0.4588,0.2845,1.0042,0.0008,0.5609,0.565,0.001,0.0,0.12,0.22,0.6,0.0121,0.0567,0.0,0.6772,0.3228,0.9,0.88,1.0,0.3398,3.7684,0.0785,1.7142,0.7913,0.354,1.0065,3.2044,10.0507,0.1408,0.0004,0.001,0.0003,0.0052,0.0021,0.0028,0.0,-0.0,-0.0002,-0.0005,0.5763,0.5901,0.5409,0.4532,0.6084,0.5154,0.596,0.5268,0.592,0.6103,moderate,22,37
26,29,3,+3,37.47,emerging_mover,False,0.38,12,3,Cluster 12,scenario_projection,UNDP_HDR_2025_Table_1,2023,San Marino,SMR,San Marino,0.915,0.921,0.006,0.921,0.915,33606,un_wpp_owid_2024,33719,un_wpp_owid_2050,0.8803,-0.0347,0.8803,-0.0347,0.926,0.011,0.8935,0.926,0.932,0.932,0.8935,True,True,85.706,64706.3756,14.5998,11.36,0.9663,0.7589,0.9304,1.0,0.814433,0.974939,0.926,-1.1e-07,85.706,64706.3756,14.5998,11.36,0.9,1.134,1.0174,1.0,1.0,28.0,35.0,7.0,27.9906,19.9407,65.0,65.4,0.4,7.0094,14.6593,7.6499,0.3049,0.2241,0.5291,0.9919,0.7,0.525,0.0,0.1209,0.4952,0.0957,0.9167,0.7651,0.6906,0.0786,1.094,0.0028,0.3836,0.5323,0.0014,0.0,0.12,0.22,0.6,0.012,0.0463,0.0,0.6844,0.3156,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0001,0.0015,0.0001,0.0043,0.0042,0.0019,0.0,-0.0002,-0.0006,-0.0003,0.3887,0.3043,0.2069,0.416,0.5127,0.2346,0.4931,0.3728,0.4696,0.4373,moderate,21,47
27,32,5,+5,38.53,fast_converger,True,0.39,12,3,Cluster 12,scenario_projection,UNDP_HDR_2025_Table_1,2023,Andorra,AND,Andorra,0.913,0.926,0.013,0.926,0.913,81955,un_wpp_owid_2024,82213,un_wpp_owid_2050,0.8754,-0.0376,0.8754,-0.0376,0.9243,0.0113,0.8915,0.9243,0.9305,0.9305,0.8915,True,True,84.041,64631.0749,14.5428,11.61,0.9418,0.7657,0.9302,0.987531,0.820526,0.974531,0.9243,-8e-08,84.041,64631.0749,14.5428,11.61,0.9,1.134,1.0174,1.0,1.0,28.0,35.0,7.0,27.9906,19.9407,65.0,65.4,0.4,7.0094,14.6593,7.6499,0.3049,0.2241,0.5291,0.9919,0.7,0.525,0.0,0.1209,0.4958,0.0957,0.9167,0.7683,0.6913,0.0786,1.0947,0.0029,0.3865,0.5399,0.0014,0.0,0.12,0.22,0.6,0.012,0.0464,0.0,0.6868,0.3132,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0001,0.0015,0.0002,0.0044,0.0043,0.002,0.0,-0.0002,-0.0006,-0.0003,0.3966,0.3042,0.2069,0.416,0.5126,0.2346,0.493,0.3778,0.4764,0.4466,moderate,22,47
28,26,-2,-2,31.65,emerging_mover,False,0.53,13,2,Cluster 13,scenario_projection,UNDP_HDR_2025_Table_1,2023,France,FRA,France,0.92,0.91,-0.01,0.91,0.92,66548532,un_wpp_owid_2024,68219681,un_wpp_owid_2050,0.8815,-0.0385,0.8815,-0.0385,0.9203,0.0003,0.9013,0.9203,0.9267,0.9267,0.9013,True,True,83.325,55060.1604,16.0951,11.7657,0.9312,0.8109,0.9072,0.97206,0.846765,0.946961,0.9203,-1.4e-07,83.325,55060.1604,16.0951,11.7657,1.1,1.134,0.869,0.1667,0.1667,41.7,46.0,4.3,12.0885,7.8986,63.0,60.56,-2.44,24.9115,31.5414,6.6299,0.1304,0.5208,0.6513,0.7708,0.48,0.3475,0.0,0.8882,0.7448,0.6104,0.7683,0.6469,0.2419,0.4421,0.902,-0.0007,0.5299,0.568,0.0013,0.0,0.12,0.22,0.6,0.0119,0.0559,0.0,0.708,0.292,0.738,0.7216,1.04,0.2946,2.5457,0.1326,1.5439,0.8372,0.9756,1.1407,3.028,8.303,0.1734,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,-0.0,-0.0,-0.0,0.5589,0.5025,0.4532,0.4814,0.5539,0.4449,0.6007,0.5116,0.5822,0.6094,slow_growth,25,40
29,32,3,+3,34.38,emerging_mover,False,0.36,13,2,Cluster 13,scenario_projection,UNDP_HDR_2025_Table_1,2023,Cyprus,CYP,Cyprus,0.913,0.907,-0.006,0.907,0.913,1358287,un_wpp_owid_2024,1508484,un_wpp_owid_2050,0.8752,-0.0378,0.8752,-0.0378,0.9202,0.0072,0.8907,0.9202,0.9267,0.9267,0.8907,True,True,81.648,45394.1562,16.2156,12.5574,0.9066,0.8409,0.8795,0.950797,0.887697,0.923197,0.9202,1.8e-07,81.648,45394.1562,16.2156,12.5574,1.06,1.134,0.9656,0.8333,0.8333,38.2,44.0,5.8,14.7542,8.1664,67.5,67.86,0.36,17.7458,23.9736,6.2278,0.1203,0.3533,0.4736,0.9062,0.8118,0.5225,0.0,0.5443,0.6209,0.4023,0.9167,0.8046,0.5778,0.1959,1.0521,0.0019,0.362,0.5378,0.0014,0.0,0.12,0.22,0.6,0.0123,0.0441,0.0,0.6635,0.3365,0.9,0.88,1.0,0.38,25.0,0.3,2.3,0.55,0.0,0.0,1.5,6.0,0.2,0.0003,0.0007,0.0003,0.0032,0.0022,0.0014,0.0,-0.0002,-0.0005,-0.0004,0.3493,0.2901,0.2069,0.3935,0.4828,0.229,0.4705,0.3364,0.454,0.4074,moderate,25,47
