Rank_Economic_Strength_2050,ISO3,Country,Population_2025,Population_2050,GDP_PPP_PerCapita_2025,GDP_PPP_PerCapita_2025_2021_IntlDollar,GDP_PPP_PerCapita_2050,GDP_PPP_PerCapita_2050_2021_IntlDollar,GDP_Nominal_PerCapita_2025,GDP_Nominal_PerCapita_2025_2021_USD,GDP_Nominal_PerCapita_2050,GDP_Nominal_PerCapita_2050_2021_USD,GDP_PPP_Total_2025,GDP_PPP_Total_2050,GDP_PPP_Total_2050_2021_IntlDollar,GDP_Nominal_Total_2025,GDP_Nominal_Total_2050,GDP_Nominal_Total_2050_2021_USD,GDP_PPP_PerCapita_P10_2050,GDP_PPP_PerCapita_P90_2050,GDP_Nominal_PerCapita_P10_2050,GDP_Nominal_PerCapita_P90_2050,Real_GDP_PerCapita_CAGR_2025_2050,Structural_GDP_PerCapita_CAGR_Signal,Income_Index_2050,Income_Index_2050_Recomputed_From_PPP,Income_Index_2050_PPP_Mismatch,CPI_U_2021_Annual_Average_2013_Base,CPI_U_2025_Annual_Average_2013_Base,Observed_Inflation_Factor_2021_2025,Long_Run_USD_Inflation_Assumption_2026_2050,Inflation_Factor_2021_to_2050,Inflation_Factor_Low_2021_to_2050,Inflation_Factor_High_2021_to_2050,PPP_to_Nominal_Ratio_2025,PPP_to_Nominal_Ratio_2050,Economic_Strength_Score_2050,Growth_Prospect_Score,Industrialization_Signal,Future_Readiness,Demographic_Dividend,Resource_Drag,Growth_Volatility,Trajectory,Baseline_Source,PPP_Baseline_Year,Nominal_Baseline_Year,PPP_Baseline_Proxy,Nominal_Baseline_Proxy,Projection_Type,Rank_GDP_PPP_PerCapita_2050,Rank_GDP_Nominal_PerCapita_2050,Rank_GDP_PPP_Total_2050,Rank_GDP_Nominal_Total_2050,Rank_Economic_Resilience_2050
130,LBN,Lebanon,5847853,6999262,12147.46,10217.5,30034.2,15398.24,4559.61,3835.19,11313.54,5800.34,71036540403.35,210217244388.98,107776316098.88,26663901480.4,79186420189.68,40598099732.06,20727.94,48999.45,7027.18,20303.28,0.016541,0.0193,0.724043,0.724043,4e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.37535,0.37669,38.32,0.3952,0.29,0.2929,0.2834,0.1112,0.9,conflict_recovery,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,138,142,128,130,134
131,ISL,Iceland,394858,432997,85265.38,71718.64,176716.06,90600.59,87614.03,73694.14,179501.35,92028.58,33667686397.07,76517525549.35,39229783668.23,34595070432.11,77723544092.33,39848097527.72,134915.59,261029.49,123337.84,291658.03,0.009392,0.020392,0.978797,0.978797,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,1.02755,1.01576,44.59,0.5949,0.4,0.404,0.4782,0.0117,0.22,slow_growth,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,14,4,151,131,88
132,EST,Estonia,1352865,1174264,51466.76,43289.85,105224.99,53947.82,32096.26,26996.89,66052.34,33864.38,69627554335.68,123561920680.3,63348982904.48,43421889164.08,77562879580.85,39765726410.99,79224.63,157580.86,44758.14,108809.15,0.008843,0.021252,0.904271,0.904271,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.62363,0.62772,44.49,0.7564,0.52,0.5226,0.2541,0.012,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,50,41,142,132,89
133,COG,Congo,6469038,11006470,7092.8,5965.91,19357.75,9924.53,2513.84,2114.45,6912.41,3543.92,45883578870.55,213060531967.81,109234041709.1,16262130201.67,76081192933.76,39006080222.59,12914.45,32646.9,4150.43,12823.57,0.020567,0.012727,0.660902,0.660902,-3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.35442,0.35709,34.78,0.3382,0.25,0.2501,0.1631,0.4561,0.78,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,155,157,127,133,154
134,TCD,Chad,20812468,38857686,2791.78,2348.23,5582.12,2861.9,989.46,832.25,1922.01,985.4,58103796376.56,216908411145.68,111206811563.4,20593037946.44,74684937729.1,38290233895.48,3699.17,9476.26,1146.31,3589.11,0.007944,0.008962,0.482146,0.482146,4e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.35442,0.34432,29.32,0.2082,0.24,0.2432,0.0,0.3773,0.78,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,185,184,126,134,178
135,MWI,Malawi,22114344,37361675,1907.7,1604.61,6079.27,3116.78,535.67,450.57,1891.44,969.72,42187561764.85,227131563616.34,116448121406.5,11846013744.16,70667284871.65,36230422743.45,4496.1,9265.9,1258.98,3171.18,0.026913,0.025472,0.49441,0.49441,-2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.28079,0.31113,35.15,0.5397,0.24,0.238,0.0,0.0148,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,182,185,125,135,151
136,SOM,Somalia,19506545,37206509,1631.3,1372.13,4497.43,2305.79,640.14,538.43,1861.85,954.55,31821068888.42,167333801862.28,85790396387.11,12486885891.46,69272940303.92,35515555981.12,3322.02,6863.42,1237.73,3125.45,0.02098,0.016837,0.451087,0.451087,1.8e-07,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.39241,0.41398,34.41,0.2263,0.24,0.243,0.0,0.017,0.22,conflict_recovery,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,188,186,132,136,156
137,JAM,Jamaica,2823347,2454944,13372.04,11247.52,43801.74,22456.72,8031.95,6755.85,27616.1,14158.5,37753911969.96,107530810158.12,55129990023.68,22676973105.12,67795973440.12,34758329579.25,33470.72,64643.05,18992.34,44831.73,0.028044,0.035871,0.778285,0.778285,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.60065,0.63048,42.32,0.7878,0.42,0.4175,0.3819,0.0132,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,119,89,145,137,105
138,ARM,Armenia,2953839,2495200,23579.55,19833.29,65667.69,33667.18,8826.95,7424.55,26261.54,13464.04,69650185459.98,163854022195.37,84006347536.0,26073390797.29,65527803434.33,33595461098.98,49994.2,97267.83,17994.12,42788.83,0.021392,0.031642,0.836494,0.836494,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.37435,0.39992,42.39,0.7374,0.39,0.3865,0.3674,0.0133,0.22,fast_converger,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,84,93,134,138,103
139,CUB,Cuba,10913569,9381995,8782.08,7386.8,18729.48,9602.42,3005.33,2527.85,6563.46,3365.02,95843819503.5,175719880314.86,90089856427.9,32798875164.17,61578336329.27,31570608112.37,14009.06,28231.31,4418.34,10882.55,0.010548,0.023109,0.656159,0.656159,5e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.34221,0.35043,40.02,0.4753,0.28,0.2779,0.1121,0.0142,0.22,stagnant,World Bank API with HDI-model proxy,2024,2024,True,True,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,156,162,130,139,123
140,TGO,Togo,8572152,13960022,3910.16,3288.92,11611.5,5953.1,1297.72,1091.55,4177.65,2141.84,33518479629.72,162096741464.53,83105406968.2,11124290758.17,58320120236.84,29900152729.33,8642.78,17586.65,2798.59,6960.17,0.024018,0.024988,0.587432,0.587432,-3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.33189,0.35979,35.5,0.5384,0.25,0.246,0.0924,0.0146,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,172,170,135,140,150
141,ALB,Albania,2768220,2240170,27565.01,23185.55,59490.53,30500.21,11741.72,9876.23,25942.71,13300.57,76306030943.3,133268899204.04,68325655435.7,32503673547.01,58116078734.4,29795542655.47,45073.29,88539.37,17690.06,42471.4,0.011029,0.032329,0.822293,0.822293,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.42596,0.43608,41.79,0.7903,0.39,0.3924,0.3462,0.0125,0.22,fast_converger,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,98,94,140,141,111
142,TTO,Trinidad & Tobago,1503475,1399799,37197.77,31287.88,80443.11,41242.39,19153.84,16110.73,40893.61,20965.75,55925912770.01,112604178784.79,57731056279.61,28797319386.09,57242830589.66,29347836910.14,56839.3,128243.25,26005.06,71712.32,0.011111,0.022443,0.865667,0.865667,-2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.51492,0.50835,39.58,0.6347,0.33,0.3319,0.3725,0.2436,0.62,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,70,64,143,142,124
143,BIH,Bosnia & Herzegovina,3133528,2455171,25852.99,21745.53,60110.38,30818.0,9661.36,8126.39,23307.73,11949.65,81011048449.62,147581255439.24,75663459878.0,30274141377.13,57224470205.18,29338423721.38,45292.0,89951.32,15805.73,38366.38,0.014045,0.028033,0.823783,0.823783,2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.3737,0.38775,40.58,0.7078,0.31,0.3088,0.2596,0.0129,0.22,fast_converger,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,96,99,139,143,117
144,GUY,Guyana,835058,940608,81998.22,68970.55,156956.7,80470.16,30313.62,25497.47,56524.81,28979.71,68473288838.43,147634730969.97,75690876257.28,25313640121.6,53167684809.68,27258549701.52,109965.85,252313.81,35641.79,99952.33,0.006187,0.021512,0.961752,0.961752,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.36969,0.36013,37.61,0.622,0.35,0.3469,0.4126,0.2992,0.68,fast_converger,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,21,48,138,144,140
145,GNQ,Equatorial Guinea,1929826,3143731,17195.56,14463.57,40919.1,20978.82,7054.09,5933.36,16200.68,8305.93,33184439851.99,128638639511.62,65951766777.42,13613172429.36,50930577976.69,26111607004.79,26590.06,70806.92,9474.78,30837.25,0.014986,0.007212,0.768499,0.768499,3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.41023,0.39592,32.95,0.251,0.29,0.2914,0.2824,0.6618,0.9,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,122,122,141,145,161
146,MLT,Malta,539462,535728,71610.08,60232.86,137843.52,70671.02,44995.8,37846.98,86707.51,44454.09,38630926098.05,73846634768.1,37860444202.56,24273527265.53,46451638302.63,23815298633.4,105379.88,203339.38,59658.25,140696.89,0.006413,0.022083,0.943086,0.943086,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.62834,0.62903,42.0,0.6702,0.38,0.3777,0.5518,0.012,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,28,30,152,146,109
147,BHS,Bahamas,402143,424272,42682.38,35901.12,112677.0,57768.39,40817.83,34332.8,106515.17,54609.28,17164411134.5,47805695315.4,24509510362.08,16414595085.52,45191402632.49,23169188185.43,87631.05,163418.07,74554.98,169929.56,0.019209,0.03453,0.914107,0.914107,-1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.95632,0.94531,41.24,0.7459,0.33,0.3265,0.7806,0.0126,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,43,27,157,147,113
148,MDA,Moldova,3005345,2351806,19138.43,16097.77,45520.24,23337.78,7772.53,6537.65,19189.42,9838.23,57517577886.69,107054774134.31,54885931030.68,23359126699.89,45129788748.96,23137599352.62,34220.63,68271.35,12983.38,31658.36,0.014967,0.025548,0.783817,0.783817,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.40612,0.42156,38.89,0.6445,0.31,0.3123,0.1731,0.0134,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,117,113,146,148,127
149,MUS,Mauritius,1264437,1107198,32748.17,27545.23,94909.27,48659.05,12388.69,10420.41,38676.25,19828.93,41407991439.18,105083353117.5,53875202841.9,15664720906.28,42822268391.92,21954556333.82,73008.79,139148.66,26776.48,62374.56,0.023021,0.033172,0.889439,0.889439,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.3783,0.40751,40.53,0.7413,0.33,0.3251,0.5659,0.0126,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,58,67,148,149,118
150,MKD,North Macedonia,1809974,1512685,27851.24,23426.31,72821.35,37334.79,9586.4,8063.33,26590.22,13632.54,50410026185.9,110155761541.11,56475776811.15,17351127568.79,40222621402.8,20621742860.51,55190.95,108345.6,18137.34,43517.82,0.018817,0.031699,0.851358,0.851358,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.3442,0.36514,40.42,0.7657,0.4,0.3968,0.3406,0.0126,0.22,fast_converger,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,76,92,144,150,119
151,BRN,Brunei,464800,519557,91900.45,77299.54,204802.05,105000.0,33849.82,28471.85,75130.83,38518.84,42715324777.74,106406339570.88,54553485000.0,15733397575.71,39034746562.57,20012731099.18,146402.9,322783.81,48336.6,130253.17,0.012326,0.021004,1.0,1.0,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.36833,0.36685,37.33,0.6444,0.37,0.3721,0.5287,0.2959,0.58,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,1,33,147,151,143
152,FJI,Fiji,931452,1000265,15990.82,13450.24,64758.12,33200.85,6640.9,5585.81,30184.27,15475.18,14894680276.28,64775277071.4,33209648225.25,6185677600.88,30192271609.0,15479281055.81,49824.96,94924.72,20901.43,48669.68,0.036804,0.033484,0.834489,0.834489,-1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.41529,0.46611,38.2,0.7119,0.3,0.2964,0.4734,0.0133,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,88,82,153,152,135
153,LBR,Liberia,5713480,8910534,1919.88,1614.85,5900.27,3025.01,872.45,733.84,2853.58,1463.0,10969183426.93,52574548330.37,26954454455.34,4984751547.32,25426914446.86,13036129251.95,4369.68,8980.98,1902.0,4777.87,0.025425,0.024612,0.490114,0.490114,-1.2e-07,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.45443,0.48364,31.24,0.5146,0.23,0.2301,0.0183,0.0155,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,183,177,155,153,168
154,DJI,Djibouti,1180913,1530546,8030.7,6754.8,30705.58,15742.45,3647.69,3068.15,15206.55,7796.25,9483553314.28,46996304959.36,24094543877.7,4307603202.48,23274323095.91,11932516812.61,23441.79,45356.91,10448.32,24708.68,0.034424,0.02673,0.727221,0.727221,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.45422,0.49524,32.14,0.5446,0.24,0.2421,0.3559,0.0148,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,134,126,158,154,164
155,MDV,Maldives,530066,589963,27019.44,22726.66,72472.13,37155.75,13786.86,11596.44,38370.61,19672.24,14322087315.82,42755876254.64,21920517737.25,7307945647.94,22637242732.97,11605891968.98,55684.51,106374.87,26534.12,61952.59,0.019858,0.030458,0.850667,0.850667,-0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.51026,0.52945,36.84,0.6939,0.32,0.3175,0.5135,0.0135,0.22,accelerator,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,77,68,161,155,145
156,BRB,Barbados,281751,264225,25450.91,21407.33,73163.58,37510.25,27896.03,23463.98,79270.35,40641.13,7170825455.74,19331647578.45,9911145806.25,7859742137.48,20945208566.04,10738402673.54,57001.8,105924.56,55583.63,126242.38,0.022689,0.037135,0.852032,0.852032,-0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,1.09607,1.08347,38.19,0.7504,0.3,0.3035,0.8726,0.0125,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,75,32,172,156,136
157,BDI,Burundi,14343187,24131721,1222.78,1028.51,4007.74,2054.73,221.62,186.41,835.52,428.36,17538528933.7,96713714007.05,49584171090.33,3178774326.84,20162465495.9,10337097990.87,2964.47,6107.66,556.22,1400.63,0.028068,0.02493,0.434516,0.434516,-1.1e-07,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.18125,0.20848,28.93,0.4828,0.19,0.1868,0.0,0.0154,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,191,192,149,157,179
158,CAF,Central African Rep.,5473833,10616753,1294.99,1089.25,4210.34,2158.6,528.43,444.47,1848.51,947.72,7088570060.77,44700140713.99,22917323025.8,2892511034.06,19625217530.49,10061656236.73,3114.42,6416.22,1230.62,3098.69,0.027737,0.02376,0.441605,0.441605,-4e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.40805,0.43904,29.5,0.4383,0.27,0.2661,0.0,0.0145,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,189,187,159,158,176
159,SLE,Sierra Leone,8777473,12948331,3603.43,3030.92,6189.1,3173.09,824.04,693.12,1409.77,722.77,31628979755.95,80138495932.98,41086219612.79,7232950602.3,18254116026.84,9358705965.03,4573.94,9440.21,937.67,2365.34,0.001835,0.021547,0.496984,0.496984,-1.2e-07,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.22868,0.22778,29.38,0.4571,0.23,0.2324,0.0402,0.0159,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,181,189,150,159,177
160,SWZ,Eswatini,1252023,1505338,12110.75,10186.63,32869.4,16851.82,4004.72,3368.46,11581.69,5937.82,15162937218.28,49479561312.17,25367685015.16,5014005796.13,17434357533.42,8938423838.47,24698.51,49320.52,7832.37,19116.15,0.020339,0.024342,0.73701,0.73701,3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.33068,0.35235,32.02,0.5564,0.26,0.2614,0.2184,0.0142,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,129,139,156,160,166
161,BTN,Bhutan,794844,882345,18329.87,15417.67,68418.05,35077.26,4363.13,3669.93,18552.92,9511.9,14569382797.33,60368320677.95,30950244974.7,3468004050.34,16370074912.53,8392776593.87,52735.3,100112.05,12870.21,29862.12,0.033428,0.031948,0.842392,0.842392,-1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.23803,0.27117,34.4,0.7185,0.31,0.3121,0.4743,0.0133,0.22,accelerator,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,80,115,154,161,157
162,LSO,Lesotho,2359762,2993088,3164.03,2661.34,14110.78,7234.46,1054.1,886.63,5440.14,2789.11,7466368879.73,42234816290.77,21653375412.48,2487436968.32,16282830603.95,8348047293.91,10730.11,20925.56,3723.11,8874.2,0.040812,0.030363,0.615455,0.615455,2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.33315,0.38553,31.09,0.5939,0.19,0.191,0.3194,0.014,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,166,166,162,162,169
163,MNE,Montenegro,634076,533299,34928.8,29379.4,75890.86,38908.5,13607.55,11445.62,30371.73,15571.29,22147507742.54,40472521414.35,20749864141.5,8628217869.64,16197214492.24,8304152754.5,57073.36,113779.78,20556.82,50088.48,0.0113,0.025423,0.857293,0.857293,2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.38958,0.4002,35.87,0.7156,0.33,0.3319,0.2107,0.0126,0.22,fast_converger,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,73,81,165,163,148
164,SLB,Solomon Islands,834110,1309112,2767.01,2327.4,15849.34,8125.8,1996.99,1679.71,12081.04,6193.83,2307994215.56,20748558837.63,10637582289.6,1665708489.95,15815433513.3,8108417397.08,12017.04,23571.59,8243.91,19763.99,0.051283,0.032807,0.632157,0.632157,5e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.72171,0.76224,32.07,0.6488,0.21,0.2122,0.2631,0.0142,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,164,136,171,164,165
165,BLZ,Belize,420525,516628,14842.85,12484.66,53315.69,27334.43,7935.46,6674.69,30570.02,15672.95,6241787380.25,27544377780.77,14121731902.04,3337057898.14,15793329639.11,8097084957.93,40823.75,78525.65,21066.68,49527.33,0.031842,0.033096,0.80654,0.80654,0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.53463,0.57338,34.42,0.7375,0.29,0.2909,0.4142,0.013,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,104,79,170,165,155
166,CPV,Cape Verde,526408,566142,11572.03,9733.49,52139.03,26731.17,5349.24,4499.37,27039.86,13863.07,6091607523.65,29518096394.4,15133638046.14,2815882699.98,15308401496.12,7848467062.78,40120.9,76417.67,18726.42,43594.13,0.041238,0.034628,0.803332,0.803332,-2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.46226,0.51861,33.91,0.7561,0.27,0.2737,0.4482,0.0129,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,107,90,169,166,159
167,TLS,Timor-Leste,1416852,1889248,4567.05,3841.45,22036.66,11297.98,1373.43,1155.22,7804.64,4001.36,6470839401.93,41632719141.89,21344686119.04,1945941418.48,14744905830.07,7559568370.37,16747.37,32698.0,5338.22,12738.58,0.044095,0.031123,0.679534,0.679534,-2e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.30072,0.35417,32.6,0.6377,0.25,0.2451,0.3055,0.0144,0.22,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,149,153,163,167,163
168,SUR,Suriname,638002,733907,22277.5,18738.11,55981.26,28701.04,7103.79,5975.16,18179.46,9320.43,14213085937.58,41085035631.05,21063894163.28,4532230931.94,13342030660.42,6840328052.24,39384.03,89626.61,11510.68,32016.06,0.017201,0.020397,0.813553,0.813553,1e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.31888,0.32474,30.36,0.5168,0.31,0.3061,0.3709,0.2613,0.68,moderate,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,102,117,164,168,171
169,GMB,Gambia,2807517,4301899,3561.93,2996.02,10121.55,5189.22,891.68,750.02,2756.94,1413.46,10000173352.11,43541892078.84,22323500328.78,2503420011.79,11860080831.18,6080546932.94,7484.5,15429.5,1834.79,4623.01,0.022215,0.023348,0.567691,0.567691,4e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.25034,0.27238,27.68,0.52,0.25,0.2463,0.0004,0.0148,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,174,178,160,169,183
170,GNB,Guinea-Bissau,2239447,3438608,3164.35,2661.6,9601.06,4922.37,1021.25,859.0,3368.45,1726.97,7086382297.83,33014287461.6,16926100860.96,2287038615.09,11582789072.07,5938382172.06,7112.9,14609.12,2245.95,5638.04,0.024899,0.022913,0.560102,0.560102,3e-08,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.32274,0.35084,27.56,0.4889,0.24,0.2372,0.0236,0.0152,0.22,frontier_jumper,World Bank API,2024,2024,False,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,175,174,166,170,184
171,ERI,Eritrea,3601058,5696064,2106.84,1772.11,5251.24,2692.26,776.46,653.1,2018.79,1035.01,7586856544.62,29911408433.13,15335285264.64,2796088222.21,11499143286.06,5895497799.27,3893.99,7983.02,1347.3,3375.89,0.016869,0.017969,0.473362,0.473362,2.6e-07,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.36854,0.38444,27.53,0.2698,0.22,0.2248,0.0522,0.0165,0.22,conflict_recovery,World Bank API with HDI-model proxy,2024,2024,True,True,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,186,182,167,171,185
172,SSD,South Sudan,12142117,18341975,704.19,592.31,1610.19,825.53,259.53,218.29,578.57,296.63,8550410419.88,29534114988.06,15141850621.75,3151199937.62,10612120739.99,5440730053.7,1031.5,2825.37,333.57,1116.72,0.013368,0.002963,0.303435,0.303434,-5.7e-07,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,0.36854,0.35932,20.48,0.0476,0.24,0.2382,0.0,0.582,0.9,conflict_recovery,World Bank API with HDI-model proxy,2024,2024,True,True,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,193,193,168,172,192
173,LIE,Liechtenstein,40011,43024,173843.56,146223.74,204763.59,104980.28,224949.31,189209.94,235478.13,120727.32,6955659479.94,8809748606.5,4516671566.72,9000453022.32,10131210897.48,5194172301.73,157660.34,299933.09,163178.46,359919.71,-0.013167,0.02172,0.999973,0.999973,-0.0,116.318,138.289,1.188887361,0.02,1.95049573,1.725010592,2.489266116,1.25,1.15,35.7,0.6849,0.41,0.4056,0.6552,0.0118,0.22,moderate,World Bank API with HDI-model proxy,2024,2024,True,False,Independent scenario projection; constant 2021 audit values and inflation-adjusted 2050-dollar values,5,1,178,173,149
